espn_id,name,pos,jersey,jersey_source,college_id,college_name,college_logo,college_source,draft_status,draft_year,draft_round,draft_pick,draft_team,draft_team_name,draft_source,included,notes,country,country_name,country_source
11,Rafer Alston,G,,,278,Fresno State,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,espn,drafted,1998,2,39,MIL,Milwaukee Bucks,espn,true,,us,United States,wikipedia birthplace
3026,Rajon Rondo,G,1,espn,96,Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,espn,drafted,2006,1,21,PHX,Phoenix Suns,espn,true,,us,United States,espn birthplace
469,Rashard Lewis,F,9,espn,,,,,drafted,1998,2,32,SEA,Seattle SuperSonics,espn,true,,us,United States,wikipedia birthplace
883,Rasheed Wallace,F,36,espn,153,North Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,espn,drafted,1995,1,4,WSB,Washington Bullets,espn,true,,us,United States,wikipedia birthplace
9,Ray Allen,G,34,espn,41,UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,espn,drafted,1996,1,5,MIN,Minnesota Timberwolves,espn,true,,us,United States,espn birthplace
2753,Raymond Felton,G,2,espn,153,North Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,espn,drafted,2005,1,5,CHAB,Charlotte Bobcats,espn,true,,us,United States,wikipedia birthplace
1828,Reggie Evans,C,30,espn,2294,Iowa,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,espn,undrafted,2002,,,,,wikipedia infobox,true,"Wikipedia draft team """" not in nba_draft_teams.csv",us,United States,wikipedia birthplace
6443,Reggie Jackson,G,,,103,Boston College,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,espn,drafted,2011,1,24,OKC,Oklahoma City Thunder,espn,true,,us,United States,wikipedia nationality
552,Reggie Miller,G,31,espn,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,espn,drafted,1987,1,11,IND,Indiana Pacers,espn,true,,us,United States,wikipedia birthplace
294,Richard Hamilton,G,32,espn,41,UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,espn,drafted,1999,1,7,WSH,Washington Wizards,espn,true,,us,United States,espn birthplace
1006,Richard Jefferson,F,22,espn,12,Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,espn,drafted,2001,1,13,HOU,Houston Rockets,espn,true,,us,United States,wikipedia birthplace
193,Ricky Davis,G,31,espn,2294,Iowa,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,espn,drafted,1998,1,21,CHH,Charlotte Hornets,espn,true,,us,United States,wikipedia birthplace
4011,Ricky Rubio,G,,,,,,,drafted,2009,1,5,MIN,Minnesota Timberwolves,espn,true,,es,Spain,espn citizenship
795,Rik Smits,C,45,espn,2368,Marist,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,espn,drafted,1988,1,2,IND,Indiana Pacers,espn,true,,nl,Netherlands,espn birthplace
4395625,RJ Barrett,F,9,espn,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,espn,drafted,2019,1,3,NY,New York Knicks,espn,true,,ca,Canada,espn birthplace
818,Rod Strickland,G,31,espn,305,DePaul,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,espn,drafted,1988,1,19,NY,New York Knicks,espn,true,,us,United States,espn birthplace
546,Ron Mercer,G,1,espn,96,Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,espn,drafted,1997,1,6,BOS,Boston Celtics,espn,true,,us,United States,espn birthplace
3005,Rudy Gay,F,33,espn,41,UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,espn,drafted,2006,1,8,HOU,Houston Rockets,espn,true,,us,United States,espn birthplace
3032976,Rudy Gobert,C,27,espn,,,,,drafted,2013,1,27,DEN,Denver Nuggets,espn,true,,fr,France,espn citizenship
3468,Russell Westbrook,G,18,espn,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,espn,drafted,2008,1,4,SEA,Seattle SuperSonics,espn,true,,us,United States,espn birthplace
3412,Ryan Anderson,F,33,espn,25,California,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,espn,drafted,2008,1,21,NJ,New Jersey Nets,espn,true,,us,United States,wikipedia birthplace
138,Sam Cassell,G,,,52,Florida State,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,espn,drafted,1993,1,24,HOU,Houston Rockets,espn,true,,us,United States,espn birthplace
663,Scottie Pippen,F,33,espn,2110,Central Arkansas,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,espn,drafted,1987,1,5,SEA,Seattle SuperSonics,espn,true,,us,United States,wikipedia birthplace
225,Sean Elliott,F,32,espn,12,Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,espn,drafted,1989,1,3,SA,San Antonio Spurs,espn,true,,us,United States,espn birthplace
4278073,Shai Gilgeous-Alexander,G,2,espn,96,Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,espn,drafted,2018,1,11,CHH,Charlotte Hornets,espn,true,,ca,Canada,espn birthplace
614,Shaquille O'Neal,C,36,espn,99,LSU,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,espn,drafted,1992,1,1,ORL,Orlando Magic,espn,true,,us,United States,espn birthplace
3,Shareef Abdur-Rahim,F,3,espn,25,California,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,espn,drafted,1996,1,3,VAN,Vancouver Grizzlies,espn,true,,us,United States,wikipedia birthplace
420,Shawn Kemp,C,40,espn,,,,,drafted,1989,1,17,SEA,Seattle SuperSonics,espn,true,,us,United States,wikipedia birthplace
510,Shawn Marion,G,31,espn,2439,UNLV,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,espn,drafted,1999,1,9,PHX,Phoenix Suns,espn,true,,us,United States,wikipedia birthplace
4066269,Skylar Mays,G,,,99,LSU,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,espn,drafted,2020,2,50,ATL,Atlanta Hawks,espn,true,,us,United States,espn birthplace
2580782,Spencer Dinwiddie,G,26,espn,38,Colorado,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,espn,drafted,2014,2,38,DET,Detroit Pistons,espn,true,,us,United States,espn birthplace
3975,Stephen Curry,G,30,espn,2166,Davidson,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,espn,drafted,2009,1,7,GS,Golden State Warriors,espn,true,,us,United States,espn birthplace
378,Stephen Jackson,F,1,espn,,,,,drafted,1997,2,43,PHX,Phoenix Suns,espn,true,,us,United States,wikipedia birthplace
509,Stephon Marbury,G,8,espn,59,Georgia Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,espn,drafted,1996,1,4,MIL,Milwaukee Bucks,espn,true,,us,United States,wikipedia birthplace
255,Steve Francis,G,23,espn,120,Maryland,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,espn,drafted,1999,1,2,VAN,Vancouver Grizzlies,espn,true,,us,United States,wikipedia birthplace
592,Steve Nash,G,10,espn,2541,Santa Clara,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png,espn,drafted,1996,1,15,PHX,Phoenix Suns,espn,true,,ca,Canada,wikipedia nationality
781,Steve Smith,G,8,espn,127,Michigan State,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,espn,drafted,1991,1,5,MIA,Miami Heat,espn,true,,us,United States,wikipedia birthplace
2991235,Steven Adams,C,12,espn,221,Pittsburgh,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,espn,drafted,2013,1,12,OKC,Oklahoma City Thunder,espn,true,,nz,New Zealand,espn birthplace
1979,T.J. Ford,G,,,251,Texas,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,espn,drafted,2003,1,8,MIL,Milwaukee Bucks,espn,true,,us,United States,wikipedia birthplace
2982334,T.J. Warren,F,21,espn,152,NC State,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,espn,drafted,2014,1,14,PHX,Phoenix Suns,espn,true,,us,United States,espn birthplace
92,Terrell Brandon,G,,,2483,Oregon,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,espn,drafted,1991,1,11,CLE,Cleveland Cavaliers,espn,true,,us,United States,wikipedia birthplace
3074752,Terry Rozier,G,2,espn,97,Louisville,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,espn,drafted,2015,1,16,BOS,Boston Celtics,espn,true,,us,United States,espn birthplace
3244,Thaddeus Young,F,30,espn,59,Georgia Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,espn,drafted,2007,1,12,PHI,Philadelphia 76ers,espn,true,,us,United States,espn birthplace
215,Tim Duncan,C,21,espn,154,Wake Forest,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,espn,drafted,1997,1,1,SA,San Antonio Spurs,espn,true,,vi,U.S. Virgin Islands,espn birthplace
301,Tim Hardaway,G,14,espn,2638,UTEP,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,espn,drafted,1989,1,14,GS,Golden State Warriors,espn,true,,us,United States,wikipedia birthplace
6440,Tobias Harris,F,23,wikipedia,2633,Tennessee,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,espn,drafted,2011,1,19,CHAB,Charlotte Bobcats,espn,true,,us,United States,espn birthplace
287,Tom Gugliotta,F,7,espn,152,NC State,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,espn,drafted,1992,1,6,WSB,Washington Bullets,espn,true,,us,United States,wikipedia birthplace
446,Toni Kukoc,F,7,espn,,,,,drafted,1990,2,29,CHI,Chicago Bulls,espn,true,,hr,Croatia,wikipedia nationality
1015,Tony Parker,G,9,espn,,,,,drafted,2001,1,28,SA,San Antonio Spurs,espn,true,,fr,France,espn citizenship
6630,Tony Wroten,G,14,espn,264,Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,espn,drafted,2012,1,25,MEM,Memphis Grizzlies,espn,true,,us,United States,wikipedia birthplace
532,Tracy McGrady,G,1,espn,,,,,drafted,1997,1,9,TOR,Toronto Raptors,espn,true,,us,United States,wikipedia birthplace
4277905,Trae Young,G,3,espn,201,Oklahoma,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,espn,drafted,2018,1,5,DAL,Dallas Mavericks,espn,true,,us,United States,espn birthplace
4397688,Trey Murphy III,F,25,espn,258,Virginia,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,espn,drafted,2021,1,17,MEM,Memphis Grizzlies,espn,true,,us,United States,espn birthplace
1013,Troy Murphy,F,6,espn,87,Notre Dame,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,espn,drafted,2001,1,14,GS,Golden State Warriors,espn,true,,us,United States,espn birthplace
4000,Ty Lawson,G,4,espn,153,North Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,espn,drafted,2009,1,18,MIN,Minnesota Timberwolves,espn,true,,us,United States,wikipedia birthplace
4395725,Tyler Herro,G,,,96,Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,espn,drafted,2019,1,13,MIA,Miami Heat,espn,true,,us,United States,espn birthplace
3983,Tyreke Evans,G,12,espn,235,Memphis,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,espn,drafted,2009,1,4,SAC,Sacramento Kings,espn,true,,us,United States,espn birthplace
4396993,Tyrese Haliburton,G,0,wikipedia,66,Iowa State,https://a.espncdn.com/i/teamlogos/ncaa/500/66.png,espn,drafted,2020,1,12,SAC,Sacramento Kings,espn,true,,us,United States,espn birthplace
4431678,Tyrese Maxey,G,0,wikipedia,96,Kentucky,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,espn,drafted,2020,1,21,PHI,Philadelphia 76ers,espn,true,,us,United States,espn birthplace
73,Tyrone Bogues,G,1,espn,154,Wake Forest,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,espn,drafted,1987,1,12,WSB,Washington Bullets,espn,true,,,,
334,Tyrone Hill,F,32,espn,2752,Xavier,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,espn,drafted,1990,1,11,GS,Golden State Warriors,espn,true,,us,United States,wikipedia birthplace
984,Tyson Chandler,C,19,espn,,,,,drafted,2001,1,2,LAC,Los Angeles Clippers,espn,true,,us,United States,wikipedia birthplace
3135046,Tyus Jones,G,5,espn,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,espn,drafted,2015,1,24,CLE,Cleveland Cavaliers,espn,true,,us,United States,espn birthplace
2527963,Victor Oladipo,G,52,espn,84,Indiana,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,espn,drafted,2013,1,2,ORL,Orlando Magic,espn,true,,us,United States,espn birthplace
5104157,Victor Wembanyama,F,1,espn,,,,,drafted,2023,1,1,SA,San Antonio Spurs,espn,true,,fr,France,espn birthplace
34,Vin Baker,F,42,espn,42,Hartford,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,espn,drafted,1993,1,8,MIL,Milwaukee Bucks,espn,true,,us,United States,espn birthplace
136,Vince Carter,G,15,espn,153,North Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,espn,drafted,1998,1,5,GS,Golden State Warriors,espn,true,,us,United States,wikipedia birthplace
4433136,Walker Kessler,C,14,wikipedia,2,Auburn,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,espn,drafted,2022,1,22,MEM,Memphis Grizzlies,espn,true,,us,United States,espn birthplace
831,Wally Szczerbiak,G,10,espn,193,Miami (OH),https://a.espncdn.com/i/teamlogos/ncaa/500/193.png,espn,drafted,1999,1,6,MIN,Minnesota Timberwolves,espn,true,,us,United States,wikipedia nationality
1722,Yao Ming,C,11,espn,,,,,drafted,2002,1,1,HOU,Houston Rockets,espn,true,,cn,China,espn birthplace
3064440,Zach LaVine,G,8,espn,26,UCLA,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,espn,drafted,2014,1,13,MIN,Minnesota Timberwolves,espn,true,,us,United States,espn birthplace
1017,Zach Randolph,F,50,espn,127,Michigan State,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,espn,drafted,2001,1,19,POR,Portland Trail Blazers,espn,true,,us,United States,wikipedia birthplace
4066377,Zavier Simpson,G,,,130,Michigan,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,espn,undrafted,2020,,,,,wikipedia infobox,true,"Wikipedia draft team """" not in nba_draft_teams.csv",us,United States,espn birthplace
4395628,Zion Williamson,F,1,espn,150,Duke,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,espn,drafted,2019,1,1,NO,New Orleans Pelicans,espn,true,,us,United States,espn birthplace
